created_at,clean_text,"Price_label(0,1)"
2012-05-16,volvo polestar join electric car race rival tesla,1
2012-05-17,tesla sec la consob americana accusa musk di aver violato l accordo sui tweet ansamotori,-1
2012-05-17,dyson big electric car plan unlike tesla road go china,-1
2012-05-17,clearly never blue tesla,-1
2012-05-22,-PRON- socialist hellhole -PRON- socialist hellhole somehow nurture apple google facebook tesla uber netfli,1
2012-05-22,mai quelle annonce tesla pr voit il de faire ce jeudi,1
2012-05-23,-PRON- money unfortunately tesla way ahead -PRON- time -PRON- right -PRON- need b,1
2012-05-23,elon musk tweet tease tesla news barely day -PRON- social medium behavior brough,1
2012-05-23,nan,1
2012-05-24,tesla ceo elon musk violate sec agreement misleading tweet agency say,-1
2012-05-24,u security exchange commission say tesla chief elon musk violate fraud settlement make new inaccurate st,-1
2012-05-29,tesla lite plavi mobilni telefon dudi co,1
2012-05-30,nan,1
2012-05-31,stagger one tesla grab musk lapel say stop tweet firm,-1
2012-06-01,nan,1
2012-06-04,not content achieve high electricity price world south australia achieve system black large,1
2012-06-04,sa tesla battery government label project messy overly expensive last year elon musk prom,1
2012-06-08,elon musk tweet tease tesla news barely day -PRON- social medium behavior bring -PRON-,-1
2012-06-08,nan,-1
2012-06-11,nan,-1
2012-06-11,nan,-1
2012-06-12,ein britischer fondsmanager h lt laut einem bericht von cnbc eine tesla bernahme f r glich al wahrscheinlich,-1
2012-06-13,sec forget read tesla earning transcript clearly state k k embarrassing,-1
2012-06-13,nan,-1
2012-06-14,claro averiguar c mo vino tambi n es interesante en especial si fue por mecanismo n,1
2012-06-18,il mio caro e geniale amico marco pizzuti che mostra molti una delle tecnologie inventate da nikola tesla finit,1
2012-06-18,nikola tesla segreti nascosti nelle piramidi egitto,1
2012-06-18,elettricit fredda tesla esperimento stout bar,1
2012-06-20,nan,1
2012-06-20,realize article feb st outcome -PRON- attempt hold musk contempt southern district,1
2012-06-20,tesla share fall sec ask judge hold elon musk contempt violate -PRON- settlement deal,1
2012-06-21,make,-1
2012-06-22,tesla begin model delivery china ahead schedule,1
2012-06-22,tesla roll model china ahead schedule sale push,1
2012-06-25,want bad bitch tesla tesla,1
2012-06-25,volvo polestar unveil competitor tesla model polestar plug perf,1
2012-06-27,polestar vs tesla model jaguar pace merced eqc -PRON- stack roadshow,-1
2012-06-28,year company found tesla lexus hyundai ferrari toyota volkswagen nissan,1
2012-06-29,body count connect dnc debbie wasserman schultz hillary clinton go omar awan debbie wass,-1
2012-06-29,-PRON- take real cost ownership -PRON- ev hint -PRON- bad thank,-1
2012-07-02,tweet get tesla founder trouble,1
2012-07-03,-PRON- little niece say yea want mercede g class realize not rich move te,1
2012-07-03,tesla arj istasyonlar n otomatik hale getiriyor,1
2012-07-05,tesla make car make around k,1
2012-07-05,british parliament busy dither brexit dutch build electric container barge call,1
2012-07-05,new polestar reveal sub k tesla model rival,1
2012-07-05,-PRON- right time enter nio tesla china via,1
2012-07-12,idea elon musk fate self destruction absurd tsla tslaq tesla,-1
2012-07-12,ontplofte tesla batterij zeker verkeerde lader gebruikt,-1
2012-07-12,pfizer general motor kimberly clark comcast harley davidson wal mart citib,-1
2012-07-12,polestar first look scandinavia tesla model challenger,-1
2012-07-17,year company found tesla lexus hyundai ferrari toyota volkswagen nissan,1
2012-07-17,u coy telsa begin delivery model china tesla inc start deliver model car china slightl,1
2012-07-18,vorsprung durch technik audi e tron vs tesla model x vs pace autoba v,-1
2012-07-20,il est possible de deviner certaine chos gr ce sa story notamment la pr sence du canon tesla de winston lor de son com,-1
2012-07-23,ante leonardo de vinci ante euclide muchos anteriore en medio tesla,1
2012-07-23,pourquoi la tesla model perdu la recommandation de la plus grande asso de consommateur du monde,1
2012-07-23,faraday future la startup chinoise qui r vait un destin la tesla touche le fond,1
2012-07-24,yeah -PRON- silicon pouch great get two -PRON- combination smakey -PRON- work perfect hi,-1
2012-07-24,-PRON- guy know approval famode slightly hard kid go tesla -PRON-,-1
2012-07-25,nan,-1
2012-07-25,enough money gpu hashcracker spin one aw guess every character upper low number symbol,-1
2012-07-25,nan,-1
2012-07-25,bourse elon musk le patron de tesla se fait de nouveau pingle bourse,-1
2012-07-25,economie finance nouveaux boire elon musk avec le gendarme bourse,-1
2012-07-25,bourse le gendarme boursier ricain accuse le dirigeant de tesl bourse,-1
2012-07-27,tesla motor inc,-1
2012-07-30,-PRON- wish understand universe think energy frequency vibration nikola tesla,1
2012-08-02,elon musk podr ser detenido por un tuit ilegal sobre tesla via actualidad,1
2012-08-06,nan,-1
2012-08-06,big mouthed legacy car maker learn hard way -PRON- not child play bring state future,-1
2012-08-06,free cash generation billion per quarter make tesla immune perceive insolvency unfair investigation etc,-1
2012-08-06,-PRON- collect dust repair shop pomona walnut btw irony -PRON- car break tesla force,-1
2012-08-06,go tesla use car price tsla,-1
2012-08-06,could k car market soon video autonomousvehicle innovation tech,-1
2012-08-08,nan,1
2012-08-10,tesla roll model china ahead schedule sale push,-1
2012-08-10,tesla ceo elon musk feud sec cramer expert weigh next,-1
2012-08-10,league electric power -PRON- tesla cost -PRON- almost nothing via,-1
2012-08-10,elon musk say tesla make car year immediately backtrack via,-1
2012-08-13,specifically intelligent oppose thought well caustic humor elon,1
2012-08-14,learn sentry mode monitor environment around unattended car transformation emergingtechnology,-1
2012-08-14,dear one -PRON- original roadster since chance -PRON- upgrade -PRON- battery,-1
2012-08-15,tesla model x,-1
2012-08-20,leave zeebrugge tilburg tesla hq amsterdam oslo tonight review service norway exciting see thou,1
2012-08-20,truly unfair matchup big suv versus small light performance car surely audi win right guess,1
2012-08-21,volvo unveil polestar electric car tesla model competitor,-1
2012-08-21,nan,-1
2012-08-21,nikola tesla -PRON- laboratory,-1
2012-08-22,elon musk et le tweet qui risque de lui co ter la te de tesla par afp,-1
2012-08-23,expedited shipment tesla seek exploit china temporary suspension additional tariff u vehicle https,-1
2012-08-23,today -PRON- welcome awesome young woman tesla learn career engineering manufacture h,-1
2012-08-23,nan,-1
2012-08-24,nan,-1
2012-08-24,nikola tesla -PRON- laboratory,-1
2012-08-24,nan,-1
2012-08-24,work sec mode -PRON- vehicle car progressively tighten seatbelt driver trip,-1
2012-08-27,big mouthed legacy car maker learn hard way -PRON- not child play bring state,1
2012-08-27,whyilovetesla tesla fantastic design catch -PRON- eye year ago love every detail lovelove elon genius -PRON-,1
2012-08-27,true tsla always go back square buy -PRON- mission protect investor keep,1
2012-08-27,worth read funny actually relevant chart believe sue manipulate stock p,1
2012-08-27,whyilovetesla suppo invest allow -PRON- future ul,1
2012-08-27,graphite hot stock mit offtake agreement graphit produzent neben tesla entsteht jetzt mit graphit aktient,1
2012-08-28,musk weer de clinch meet beurswaakhond sec tesla ceo elon musk maakte via twitter verko,1
2012-08-28,video van de dag zo werkt de dog mode van tesla het bericht video van de dag zo werkt de,1
2012-08-28,incredible traction control like whoa teslamodel,1
2012-08-29,faraday future la startup chinoise qui r vait un destin la tesla touche le fond,1
2012-08-29,tesla model une association de consommateur conseille l achat,1
2012-08-31,really omar awan,-1
2012-08-31,driver tesla model later identify omar awan,-1
2012-09-04,tesla pourrait encore payer pour les tweet elon musk,-1
2012-09-04,mai quelle annonce tesla pr voit il de faire ce jeudi,-1
2012-09-05,u security exchange commission say tesla chief elon musk violate fraud settlement make new inaccurate st,-1
2012-09-06,nan,1
2012-09-06,sec ask judge hold tesla elon musk contempt tweet via,1
2012-09-06,break omar awan debbie wasserman schultz dnc computer -PRON- guy kill suspicious car accident,1
2012-09-06,,1
2012-09-07,not sure legit mobile day -PRON- drive -PRON- get -PRON- cover,-1
2012-09-11,wow container ship must run motor twodayshipping,-1
2012-09-11,bon bah le choix de la raison hein j ach terai pas de tesla voil,-1
2012-09-11,ogle tesla model shoot brake beautifully convert ev display geneva,-1
2012-09-11,tesla tsla draw attention court production tweet macquarie,-1
2012-09-11,-PRON- tell -PRON- would never work well let behold reality,-1
2012-09-12,tesla top lawyer leave two month job,-1
2012-09-13,nan,1
2012-09-13,tesla ceo say interview week btc quite brilliant far good way transfer valu,1
2012-09-14,tesla not wheel battery,1
2012-09-20,polestar la berline lectrique j en photo tr proche du concept volvo avec rou motrice et la,-1
2012-09-20,-PRON- sec seek contempt charge tesla musk irishbiz ireland irish sme,-1
2012-09-21,hey get -PRON- wrong elon couple year back hear rumor production one tesla wou,1
2012-09-21,cnn rss volvo polestar unveil competitor tesla model via cnnbrk cnn retweet,1
2012-09-21,-PRON- would funny elon show battery swap -PRON-,1
2012-09-24,tesla model say goodbye -PRON- consumer report recommendation,-1
2012-09-25,sec seek contempt charge tesla musk say tweet violate deal,-1
2012-09-28,nouveaux boire elon musk avec le gendarme boursier ricain le monde,-1
2012-10-01,model en route danish customer tesla sell measly car denmark car,-1
2012-10-01,look -PRON- tweet mate,-1
2012-10-01,nan,-1
2012-10-01,nan,-1
2012-10-01,see -PRON- comment already state confirm th,-1
2012-10-01,-PRON- may reload big small truck deliver car city,-1
2012-10-01,without renewable energy generation powerin australia domestic electricity gener,-1
2012-10-01,volvo unveil polestar electric car tesla model competitor,-1
2012-10-01,se busca este vago por haber dejado cerca de mill n de bachiller pobre sin acceso universidade p blicas x e,-1
2012-10-01,hope -PRON- take away -PRON- phone tesla bull feed elon musk tweet say -PRON- cost investor money ht,-1
2012-10-01,las autoridad estadounidenses quieren detener elon musk por este tuit sobre tesla,-1
2012-10-02,nan,-1
2012-10-02,statue nikola tesla silicon valley transmit free wi fi,-1
2012-10-03,elektro lkw mit einer megawattstunde nikola geht direkt auf tesla los,1
2012-10-04,omar awan qanon awan rip,1
2012-10-04,mokumocuda nvidia dgx station nvlink tesla v,1
2012-10-05,break omar awan debbie wasserman schultz dnc computer -PRON- guy kill suspicious car accident,-1
2012-10-05,mai quelle annonce tesla pr voit il de faire ce jeudi chez pressecitron,-1
2012-10-09,medium report every car crash way -PRON- report crash fault,-1
2012-10-09,noticia elon musk podr ser detenido por un tuit ilegal sobre tesla venezuela alerta,-1
2012-10-09,mai quelle annonce tesla pr voit il de faire ce jeudi,-1
2012-10-10,j r -PRON- guillen ensta pr sident de la division automobile de nous fait l honneur de venir changer avec les l v,1
2012-10-11,sec,-1
2012-10-11,c est comme si tu te plaignai du prix de la nouvelle tesla sauf qu l poque apple innovait vraiment il ta,-1
2012-10-12,tesla find home china grow middle class world large electric vehicle market,-1
2012-10-12,-PRON- birthday cake tesla space roadster tesla,-1
2012-10-17,driver tesla model later identify omar awan,-1
2012-10-17,tesla elon musk may contempt tweet,-1
2012-10-17,polestar google power electric tesla competitor,-1
2012-10-17,break omar awan debbie wasserman schultz dnc computer -PRON- guy kill suspicious car accident,-1
2012-10-22,actu digital mai quelle annonce tesla pr voit il de faire ce jeudi,1
2012-10-23,volvo polestar join electric car race rival tesla reuter via nyt,-1
2012-10-24,communicate tesla europe e mail not answer phone wait,-1
2012-10-25,nan,-1
2012-10-25,nikola tesla -PRON- laboratory,-1
2012-10-25,miningallianceoftrust join -PRON- conversation let -PRON- cross digital divide finance tesla energ,-1
2012-10-25,tnr v tnrgold update copper lithium royalty shotgungold project gold usa alaska losazule mcewen,-1
2012-10-25,thank -PRON- todd gemroyalty dyor tnrgold tnr v,-1
2012-10-25,nikola tesla -PRON- laboratory,-1
2012-10-26,tesla hop model deliver kind liftoff china -PRON- u,-1
2012-10-26,british parliament busy dither brexit dutch build electric container barge call,-1
2012-11-01,elon musk announce autonomous tesla vehicle soon road statement not meet enthu,1
2012-11-01,diz -PRON- se beat n e igual tesla,1
2012-11-01,news create ai disseminate bot follow -PRON- video,1
2012-11-02,,1
2012-11-05,large tesla ship electric container barge launch autumn,1
2012-11-07,jaguar pace audi e tron und tesla model x -PRON- verbrauchstest via,-1
2012-11-07,nan,-1
2012-11-08,year company found tesla lexus hyundai ferrari toyota volkswagen nissan,-1
2012-11-13,year company found tesla lexus hyundai ferrari toyota volkswagen nissan,1
2012-11-13,elon -PRON- dude stay twitter sec seek contempt charge tesla musk say tweet violate deal,1
2012-11-14,tesla elon musk may contempt tweet,-1
2012-11-14,energitalia cheautosar superveloci anche caricarsi la sfida elettrica di porsche e bmw tesla,-1
2012-11-23,tesla lan modo c para manter os animai confort veis dentro dos carro,1
2012-11-23,last software update tesla protect -PRON- pet ummm -PRON- cookie watch,1
2012-11-27,elon musk tesla tak akan main bitcoin,1
2012-11-27,e c ask couto hold tesla elon musk contempt twitter post production,1
2012-11-27,e c ask couto hold tesla elon musk contempt twitter post production,1
2012-11-28,elon musk e il vizio di twittare cose che non pu su tesla dipartimentoinnovazionetecnologia,-1
2012-11-30,hope -PRON- take away -PRON- phone tesla bull feed elon musk tweet say -PRON- cost investor money ht,-1
2012-11-30,nouveaux boire elon musk avec le gendarme boursier ricain via,-1
2012-12-03,british parliament busy dither brexit dutch build electric container barge call,1
2012-12-04,news interesting note chairman commission jay clayton strong tie,-1
2012-12-04,tesla find home china grow middle class world large electric vehicle market,-1
2012-12-04,nikola tesla n n bir zamanlar yledi gibi unutmay n ki evren bireysel ger eklik resmimizi yerle tirmek kendini yeniden zenler,-1
2012-12-04,frenos del tesla en acci n real evitan un accidente muy serio,-1
2012-12-06,nan,-1
2012-12-06,nan,-1
2012-12-06,kaza sonra alev alan tesla n n bozulan kap kollar r c eri kilitledi,-1
2012-12-06,tesla model ten bile daha pahal tam bin dolarl k oyuncu kasas,-1
2012-12-06,u security exchange commission say tesla chief elon musk violate fraud settlement make new inaccurate st,-1
2012-12-06,uno de los principal vendedore de bmw en estado unido admite que el tesla model est golpeando sus venta https,-1
2012-12-07,-PRON- correct not sure -PRON- repo,-1
2012-12-07,correct look like whatev reason miss list,-1
2012-12-10,polestar take aim tesla model via mikejulietbravo news channel,-1
2012-12-11,yaaaaaa ok tatl tesla ara lar hayvan dostlar n z dog mode ile g vende tutuyor arac l yla,-1
2012-12-13,tesla dog mode wow,-1
2012-12-14,man finally start get credit -PRON- deserve long nikola tesla,1
2012-12-14,graphite hot stock mit offtake agreement graphit produzent neben tesla entsteht jetzt mit graphit aktient,1
2012-12-14,uno de los principal vendedore de bmw en estado unido admite que el tesla model est golpeando sus venta,1
2012-12-20,report fatal crash door handle fail burn tesla,-1
2012-12-20,ge en l nyada elektrikli ara sit lm ara ile en ok elektrikli ara sit lan lke tesla ise,-1
2012-12-21,mai quelle annonce tesla pr voit il de faire ce jeudi sur twitter elon musk annonc,1
2012-12-21,nova vest manja dividenda od akcija aerodroma nikola tesla,1
2012-12-24,erla alena tesla racef senaf jingu yerin,-1
2012-12-24,nan,-1
2012-12-27,year company found tesla lexus hyundai ferrari toyota volkswagen nissan,1
2012-12-31,volvo polestar join electric car race rival tesla reuter via nyt,-1
2013-01-02,year company found tesla lexus hyundai ferrari toyota volkswagen nissan,-1
2013-01-03,hope -PRON- take away -PRON- phone tesla bull feed elon musk tweet say -PRON- cost investor money ht,1
2013-01-04,nan,-1
2013-01-04,would buy tesla awhile small less expensive one easy r,-1
2013-01-04,dear key -PRON- tweet competition solution not socialism,-1
2013-01-04,push ai driverless car vs lower emission,-1
2013-01-04,-PRON- birthday cake tesla space roadster tesla,-1
2013-01-09,tesla ship run electricity not flour,-1
2013-01-09,-PRON- last comment lol g tesla family doctor think kinda conspiracy theory,-1
2013-01-10,high fight climatechange week rise jump,-1
2013-01-15,volvo polestar unveil competitor tesla model polestar plug perfo,-1
2013-01-15,body count connect dnc debbie wasserman schultz hillary clinton go omar awan debbie wass,-1
2013-01-15,dental record confirm -PRON- correct,-1
2013-01-16,wochenr ckblick kw herme liefeelektrisch tesla model produktion fisker pl ne,-1
2013-01-16,tesla mri imaging take neurological disease research new territory,-1
2013-01-16,year company found tesla lexus hyundai ferrari toyota volkswagen nissan,-1
2013-01-17,tesla ceo elon musk tease something mysterious happen thursday model unveiling,1
2013-01-17,tesla v aws p gpu,1
2013-01-22,tesla elon musk may contempt tweet,1
2013-01-23,british parliament busy dither brexit dutch build electric container barge call,-1
2013-01-25,dogmode keep pet cool car tesla roll dog mode -PRON- vehicle regulate,-1
2013-01-28,thank need warren buffet,-1
2013-01-28,yszeli cie zarz dzaniu na pieczark trzyma w piwnicy karmi g w jak za bardzo uro nie wyci z,-1
2013-01-31,tule apuun anne autoilu vaatii veronsa eik sit voi tehd vain vasemmalla k dell ja viel v hemm n sairaana,1
2013-01-31,thing know volvo high performance polestar brand unveil sweden answer tesla model,1
2013-01-31,thing know embarrassing elon musk fire back sec late fight tesla production number,1
2013-02-05,x evsmart,-1
2013-02-05,documental tesla perfecto para culturizarse con la f sica ciencia info,-1
2013-02-06,funny pai ionity station actually kw either -PRON- kw,-1
2013-02-06,yo retweet save -PRON- life let -PRON- go way tesla,-1
2013-02-08,elon musk le patron de tesla se fait de nouveau pingler par la sec,1
2013-02-08,thank -PRON- create beautiful vehicle proud tesla owner,1
2013-02-08,tesla begin model delivery china ahead schedule,1
2013-02-12,tesla ceo elon musk violate sec agreement misleading tweet agency say,1
2013-02-12,tesla hop model deliver kind liftoff china -PRON- u,1
2013-02-13,tesla big battery pull million revenue,1
2013-02-13,polestar la rivale de la tesla model enfin voil e via,1
2013-02-13,officiel la polestar fie la tesla model,1
2013-02-13,polestar la rivale de la tesla model enfin voil e,1
2013-02-14,consumer report longer recommend tesla model cite reliability,1
2013-02-14,nan,1
2013-02-15,tesla gigafactory foundation prep underway china mobilize -PRON- workforce,1
2013-02-15,aber tesla verbrennt geld,1
2013-02-19,cre que es posible que el que viene tengamo en las carretera el primero coche aut nomo,-1
2013-02-19,elon musk trouble tesla tweet sec declare war ccn,-1
2013-02-20,motor news polestar first look scandinavia tesla model challenger motortrend,-1
2013-02-20,elon musk tweet may cost -PRON- job tesla ceo,-1
2013-02-20,nan,-1
2013-02-21,pourquoi le nouveau tweet elon musk pourrait lui co ter son tr ne chez tesla hightech,-1
2013-02-22,tesla make car make around k,1
2013-02-22,-PRON- read study inside -PRON- tesla,1
2013-02-26,corndog maker tesla pls pls pls make -PRON- happen,-1
2013-02-27,tesla model lose coveted consumer report recommendation ar technica,-1
2013-02-27,feeling freedom tesla china marketplace camp model cleantechnica,-1
2013-03-01,tesla autopilot well rural area road low amount sign road,-1
2013-03-04,tesla model lose coveted consumer report recommendation ar technica,-1
2013-03-04,feeling freedom tesla china marketplace camp model cleantechnica,-1
2013-03-04,tesla hole,-1
2013-03-04,mai quelle annonce tesla pr voit il de faire ce jeudi,-1
2013-03-04,nan,-1
2013-03-07,klimaatstrijd klassenstrijd klimaatbeleid van rutte komt neer op duurzaamheid voor de rijken subsidy voor tesla warm,1
2013-03-07,izuzetno je nekulturno da je adriana lima ru na ili negirati bilo koju op teprihva enu injenicu tipa betov,1
2013-03-08,mai quelle annonce tesla pr voit il de faire ce jeudi,-1
2013-03-08,tesla pourrait encore payer pour les tweet elon musk,-1
2013-03-11,-PRON- announce something market close pm ny day tesla repay debt million,-1
2013-03-11,really bad number audi jaguar even keep mind chahasn base axis,-1
2013-03-11,bloomberg piece explain -PRON- back dec tsla stock currently around elon need -PRON- go,-1
2013-03-11,tsla tslaq -PRON- sibling r teslamotor r realtesla rare small alignment planet w,-1
2013-03-13,nan,-1
2013-03-13,nan,-1
2013-03-13,nan,-1
2013-03-15,transportation committee hear allow sell ct schedule mon feb th please take act,1
2013-03-18,make -PRON- move around like cylon eye lol,-1
2013-03-19,base california activision adobe alphabet apple caterpillar chevron cisco disney ebay electronic art facebook fi,1
2013-03-19,elon musk le patron de tesla se fait de nouveau pingler par la sec,1
2013-03-19,elon musk le patron de tesla se fait de nouveau pingler par la sec,1
2013-03-21,great among tesla vs edison,1
2013-03-22,imagine -PRON- make tesla theme park,1
2013-03-22,graphite hot stock mit offtake agreement graphit produzent neben tesla entsteht jetzt mit graphit aktie,1
2013-03-27,nio set -PRON- sight overtake tesla china,-1
2013-04-01,nan,-1
2013-04-01,nan,-1
2013-04-01,nan,-1
2013-04-01,elon musk tweet may cost -PRON- job tesla ceo,-1
2013-04-01,tesla car load sf europe,-1
2013-04-08,nan,1
2013-04-08,nikola tesla -PRON- laboratory,1
2013-04-08,zero tesla motorcycle world -PRON- small young establish manufacturer relevant exper,1
2013-04-10,record cancel -PRON- tesla reservation service amsterdam turn good bad class e,1
2013-04-11,company say halp nike tesla skimmlife via,-1
2013-04-12,canada cut price answer tesla officially open -PRON- factory china,1
2013-04-19,fokker friday honden blijven nog wel een auto achter baasjes doen even snel een boodschap drinken een kop,1
2013-04-19,british parliament busy dither brexit dutch build electric container barge call,1
2013-04-19,nan,1
2013-04-19,nan,1
2013-04-19,-PRON- look like account not really -PRON- personal venting account post translate tesla ch,1
2013-04-19,-PRON- chopper spy car leave san francisco pi driving onto boat -PRON- way europe tsla,1
2013-04-22,dutch company port liner build two giant electric barge dub tesla ship company announ,1
2013-04-22,nan,1
2013-04-23,tesla le gendarme de la bourse reproche un tweet elon musk le figaro,1
2013-04-23,british parliament busy dither brexit dutch build electric container barge call,1
2013-04-24,-PRON- splitting hair -PRON- say omg -PRON- make x car therefore -PRON- defraud peo,1
2013-04-24,erla alena tesla racef senaf jingu yerin,1
2013-04-24,tesla model lose consumer report recommendation reliability problem,1
2013-04-24,model de eu gesehen tweetet mich mit bild ich werd gleich retweeten model europa deutschland,1
2013-04-30,new post reliability concern sink tesla growth hope,-1
2013-05-01,nan,-1
2013-05-02,tesla forever dope,-1
2013-05-03,hoy en los tema del embargo al estado por usd ternium molino ca uela tesla reserva federal,1
2013-05-03,tweet bringt elon musk erneuten rger mit der b rsenaufsicht ein,1
2013-05-07,hunk junk tsla tesla big relief get rid -PRON- complete piece hit u beat german,1
2013-05-13,tsla shorty uber force update potential layoff tesla second data point along,-1
2013-05-13,elon musk tesla solar roof cheap regular roof infinity warranty,-1
2013-05-14,avec tesla elon musk nous projette dan la -PRON- r volution industrielle,-1
2013-05-14,nextmove test parall lement la conso des tesla x audi e tron et jaguar pace aux capacit de batterie de kwh su,-1
2013-05-14,tesla ceo elon musk tease something mysterious happen thursday model unveiling,-1
2013-05-15,accord sec tweet musk tesla production level violate deal -PRON- tweet,1
2013-05-15,nikola tesla -PRON- laboratory,1
2013-05-16,polestar unveil -PRON- electric response tesla model,-1
2013-05-17,nan,1
2013-05-20,-PRON- get american starman tesla notaflamethrower,1
2013-05-20,nan,1
2013-05-21,hi elon know -PRON- likely not see -PRON- advanced high graphic assignment build h,-1
2013-05-22,nan,1
2013-05-28,musk hat schon wieder rger nach marktbewegendem tweet schuld ist seine eigenm chtige info zur tesla produk,-1
2013-05-28,much make usa thank,-1
2013-05-29,nan,-1
2013-05-29,tesla powerwall enough power regular home overnight k -PRON- -PRON- still,-1
2013-05-29,driver tesla model later identify omar awan,-1
2013-05-30,erla alena tesla racef senaf jingu yerin,1
2013-05-30,year company found tesla lexus hyundai ferrari toyota volkswagen nissan,1
2013-06-03,-PRON- birthday cake tesla space roadster tesla,-1
2013-06-07,-PRON- really need coo tesla much small mistake teslanomic great bit abou,1
2013-06-10,-PRON- probably see news report tesla electric power lorry quite understand word prototype mean,-1
2013-06-11,nan,1
2013-06-11,statue nikola tesla silicon valley transmit free wi fi,1
2013-06-17,nan,1
2013-06-18,nan,-1
2013-06-21,el presente es vuestro pero el futuro es qu quiso decir nikola tesla con esta prof ticas palabra la torre te,-1
2013-06-21,charlamos con sobre la torre tesla entrevista,-1
2013-06-21,este libro es una joya excelente rese de la torre tesla publicada por en rebeli n de libros,-1
2013-06-21,novela detallista con conseguida ambientaci n personajes atractivos que crean adicci n al lector,-1
2013-06-21,una novela sobre el mundo imaginado por nikola tesla perfecta para leer en verano rese en,-1
2013-06-21,novela diferente alejada de picos salpicada de un humor muy negro genial rese de ana para,-1
2013-06-21,nan,-1
2013-06-24,not content achieve high electricity price world south australia achieve system black large,1
2013-06-26,nan,-1
2013-06-26,tesla chef musk hat wieder rger mit der b rsenaufsicht,-1
2013-06-26,nan,-1
2013-06-27,hang distinctly remember commentariat say tesla battery work auspol sapol renewabl,1
2013-06-28,tesla shanghai gigafactory china video update february th tsla tesla china teslachina gf via cr,1
2013-07-01,year company found tesla lexus hyundai ferrari toyota volkswagen nissan,-1
2013-07-02,buy tesla find really nice hotwheel roadster today local store electriccar electricvehi,-1
2013-07-02,break omar awan debbie wasserman schultz dnc computer -PRON- guy kill suspicious car accident,-1
2013-07-09,enough money gpu hashcracker spin one aw guess every character upper low number symbol,-1
2013-07-09,sue sec -PRON- investor demand million comp drop stock price tesla not bee able,-1
2013-07-09,tesla sue drop stock price,-1
2013-07-10,embarrassing elon musk fire back sec late fight tesla production number,1
2013-07-15,tesla model say goodbye -PRON- consumer report recommendation,-1
2013-07-15,dividenda od aerodroma nikola tesla umesto planiranih bi e dinara,-1
2013-07-17,nan,1
2013-07-18,hope -PRON- take away -PRON- phone tesla bull feed elon musk tweet say -PRON- cost investor money ht,-1
2013-07-19,-PRON- think dunno spitball -PRON- pool -PRON- resource dunno build,1
2013-07-24,-PRON- know head -PRON- need netflix tesla,1
2013-07-25,-PRON- not job fnma fmcc continuously bail government th,-1
2013-07-25,year company found tesla lexus hyundai ferrari toyota volkswagen nissan,-1
2013-08-02,nan,-1
2013-08-06,nikola tesla -PRON- laboratory,-1
2013-08-08,heb je al een pooltje gestaover wanneer tesla klapt,-1
2013-08-09,tesla model une association de consommateur conseille l achat,-1
2013-08-09,year company found tesla lexus hyundai ferrari toyota volkswagen nissan,-1
2013-08-14,year company found tesla lexus hyundai ferrari toyota volkswagen nissan,1
2013-08-16,pls give -PRON- tesla german -PRON- call ehrenmann,-1
2013-08-21,-PRON- road trip like mile km road trip dm mission make,-1
2013-08-21,bir tesla bobini bir ivinin yard etti r ngayla emi g c n kullanarak plazma hal elde edebilirsiniz,-1
2013-08-22,-PRON- security regulator ask judge find elon musk contempt cou fail abide promis,-1
2013-08-22,year company found tesla lexus hyundai ferrari toyota volkswagen nissan,-1
2013-08-23,nan,-1
2013-08-23,srail tesla n n da sahibi g ney afrikal giri imci elon musk ait spacex roketiyle ay bir uzay,-1
2013-08-26,amazon tesla,1
2013-08-26,nikola tesla -PRON- laboratory,1
2013-08-27,nan,1
2013-08-27,wish model x,1
2013-08-27,year year talk everyone ear car sacrifice time work overtime save enough dr,1
2013-08-27,-PRON- feel need invite one gender feminism push type sexism,1
2013-08-27,nan,1
2013-08-28,-PRON- ap experience explain image,1
2013-08-30,tesla expand india southeast asia,-1
2013-08-30,tesla expand india southeast asia,-1
2013-08-30,really impressive efficiency advantage especially -PRON- consider model x big,-1
2013-08-30,nan,-1
2013-09-03,nan,-1
2013-09-04,yes go anywhere prepare company dominate globally next -PRON- move fa,1
2013-09-04,century elon musk tesla electric car popular many city washington post,1
2013-09-04,r den h r nya svenska elbilen fr n hisingen polestar som nesligt nog kommer f volvo f rsta elbil jagua,1
2013-09-05,nan,-1
2013-09-05,car move part one move seem horrible attrition,-1
2013-09-05,polestar unveil -PRON- electric response tesla model,-1
2013-09-06,not content achieve high electricity price world south australia achieve system black large,-1
2013-09-09,nan,1
2013-09-09,sec forget read tesla earning transcript clearly state k k embarrassing,1
2013-09-09,whatev competition -PRON- not work time trow towel ask help humanity,1
2013-09-09,tesla seem learn aof promise deliver model deliveri china beginning earlie,1
2013-09-09,tslaq dumdum tesla gigafactory stupid idea ever battery commodity anyone get -PRON-,1
2013-09-09,expect tesla aim close million annual sale vw also accelerate thei,1
2013-09-09,really hard track everyone give test drive since may tell -PRON- not buy tesla model,1
2013-09-09,tesla model officially deliver china congratulation chinese model owner first delivery cer,1
2013-09-09,cr nail -PRON- wish -PRON- warn -PRON- sooner -PRON- tesla model good car ever,1
2013-09-09,oem lose customer way people buy -PRON- st nd tesla -PRON- husband icev cost fix ac,1
2013-09-11,driver tesla model later identify omar awan,-1
2013-09-12,il n est pas autoris de rouler plus vite en voiture lectrique,-1
